ensembl_gene_id	chromosome_name	external_gene_name	A	A	A	A	A	B	B	B	B	B
ENSG00000020256	20	ZFP64	6,611702126	6,734860393	6,577701192	6,514545383	6,703581691	6,757764772	6,783627336	6,638375578	6,635907826	6,726287913
ENSG00000020426	14	MNAT1	3,552468618	3,12713216	3,616976332	3,383053477	2,980515073	3,115299701	3,430913834	2,903647854	2,378502939	2,938357794
ENSG00000020577	14	SAMD4A	4,901205639	4,868262137	4,952891298	4,898463221	4,584171963	4,62513868	4,855458368	4,225466326	4,158257092	5,020065754
ENSG00000020633	1	RUNX3	0,810432965	4,542517008	4,301323805	3,700404544	4,148870451	0,65823839	0,864167218	-1,143444584	3,643686836	0,337693795
ENSG00000020922	11	MRE11	6,275323107	5,610910844	5,440738768	6,167809381	5,981179938	6,25450075	6,328610968	6,082880824	6,501785215	6,236634021
ENSG00000021300	11	PLEKHB1	2,295977495	2,654766326	2,213975572	2,509611701	1,722104284	1,840985885	1,984163511	2,079597337	2,916320979	1,825154839
ENSG00000021355	6	SERPINB1	4,452196389	4,378365845	4,126961234	3,838990399	3,677423202	4,028605409	3,888758168	4,33763152	4,189273643	4,092378677
ENSG00000021488	19	SLC7A9	0,292079419	0,513994454	-0,291203796	0,561163274	0,398557054	-0,33648072	-0,288934873	-0,416540708	-1,445886446	-0,451558889
ENSG00000021574	2	SPAST	4,046601113	4,001848065	4,157279847	4,390426306	4,045459882	4,039016769	4,190211872	4,332093169	4,301628676	4,361631922
ENSG00000021645	14	NRXN3	2,393101048	2,186048741	1,351962367	0,892735992	1,624368191	0,451308319	1,33350745	1,349564201	0,935407638	1,337268384
ENSG00000021762	11	OSBPL5	4,568816647	4,642111439	4,372756363	4,394418719	5,152078601	4,807310228	5,247524523	4,902734786	5,072005358	4,856457493
ENSG00000021776	15	AQR	5,79260211	6,290871565	6,163262712	5,748486695	5,545420799	4,796548549	5,615526773	5,711994144	5,944360837	5,58398855
ENSG00000021826	2	CPS1	4,361175237	4,547132974	5,064303562	5,221818724	4,495277248	5,317311343	5,170309525	4,923929404	5,071079884	5,120150075
ENSG00000022267	X	FHL1	6,803280622	6,421441774	6,63438993	6,846197969	6,077869495	6,085425877	6,149654266	6,406199732	6,488552203	6,171432197
ENSG00000022277	20	RTF2	2,1489243	1,882146425	2,317358788	1,914599878	1,482394602	2,313537198	2,101113272	2,013375333	1,699381873	1,393046538
ENSG00000022556	19	NLRP2	-0,592523053	0,336268841	-0,451423174	-0,665668109	-1,124821576	-0,986997572	-1,445886446	-0,416540708	-0,665082223	-0,539135085
ENSG00000022567	8	SLC45A4	2,092905339	2,503531795	2,650813352	1,987721784	2,321710364	2,266190952	1,537828022	3,116723026	1,906540812	2,585048022
ENSG00000022840	12	RNF10	7,000468534	6,624955895	6,558048825	7,021406177	7,068863535	6,898489651	6,999031964	7,217456828	6,864047998	7,007669188
ENSG00000022976	14	ZNF839	4,530924775	4,772805705	4,69609237	4,232911135	4,368394922	4,701006326	4,657323426	4,664028649	4,990250108	4,416469047
ENSG00000023041	10	ZDHHC6	3,376150425	3,853067538	3,224411185	4,031909526	4,126688654	4,868977088	4,716665947	4,851797546	4,647518805	4,430562127
ENSG00000023171	11	GRAMD1B	3,643656904	3,594317552	3,447058321	3,765710084	3,802931954	3,226311527	3,039592264	3,047837341	2,812707976	3,153108173
ENSG00000023191	11	RNH1	5,801077432	5,473992344	5,517447913	5,748990723	5,757999251	5,847081177	5,97646877	6,463923462	6,24968448	6,127521702
ENSG00000023228	2	NDUFS1	5,975312101	6,215942093	6,019802809	6,10780198	5,528897034	6,047163258	6,029824555	5,841604089	6,153926956	6,042580715
ENSG00000023287	8	RB1CC1	5,935242116	5,802571286	6,089784993	6,098696012	6,242463343	6,351170296	6,080499756	5,737200403	5,936710926	6,243369827
ENSG00000023318	9	ERP44	5,367042967	5,114181435	5,137926418	5,815121165	5,048034981	5,526559283	5,448471865	5,761046335	5,567070121	5,782100667
ENSG00000023330	3	ALAS1	2,867703787	2,364231007	2,771238681	3,780625936	2,67048537	3,679397276	3,323394085	3,296439093	3,17364512	3,853508865
ENSG00000023445	11	BIRC3	-0,035385584	-0,673982717	0,000394608	0,6225238	0,378679008	-0,495693027	-1,158184466	0,403210462	-0,793830325	0,1101325
ENSG00000023516	13	AKAP11	3,251650289	3,027581677	3,349853878	3,607670794	2,952328043	3,35026572	3,560223378	3,268102822	3,246583443	3,474847152
ENSG00000023572	1	GLRX2	3,87056443	3,785399783	4,026877068	3,640689227	3,772779225	3,991801569	3,647023936	4,832920853	4,247830253	4,564549494
ENSG00000023608	14	SNAPC1	4,656190956	5,168687772	4,844596967	4,55995797	4,690916189	4,481177162	4,836283831	4,275573022	4,511839108	4,824754714
ENSG00000023697	12	DERA	3,733681064	2,675598711	3,79669434	4,557961238	3,010171513	4,713141516	3,879670106	3,758512353	4,0026177	4,535574662
ENSG00000023734	12	STRAP	6,493184094	6,669883493	6,537056128	7,079329565	6,672201682	7,111278839	6,959031095	6,714092578	7,014038854	7,031575738
ENSG00000023839	10	ABCC2	1,029194812	1,266633591	1,249323728	0,201406787	1,186922484	0,312455978	-0,151275769	-0,634194293	0,32706645	-0,292170191
ENSG00000023892	6	DEF6	0,565704963	1,411100775	2,012612548	0,9142922	1,64190596	1,165420206	0,502179279	0,597911263	0,984955885	0,083977373
ENSG00000023902	1	PLEKHO1	6,162248434	6,104048329	6,159620708	6,055727875	6,369984768	6,126910242	6,054705317	5,99068889	5,977764063	6,090297898
ENSG00000023909	1	GCLM	5,704715439	5,771832914	5,265857493	5,273772934	5,564157749	5,317311343	5,431085459	5,883063835	5,770198127	5,757040189
ENSG00000024048	6	UBR2	5,616111801	5,438911594	5,143024639	5,549922452	5,299883694	5,478533227	5,431404782	5,428733129	5,537257895	5,53105381
ENSG00000024422	19	EHD2	2,797943668	3,046971662	2,750974127	2,579703156	3,126757228	2,008158362	2,188385424	2,590728803	3,095387443	1,739812701
ENSG00000024526	1	DEPDC1	5,471800764	5,74033941	5,500483678	5,847843808	5,654066529	6,188699741	6,204949164	6,231888084	6,373445385	6,195934239
ENSG00000024862	6	CCDC28A	5,191305039	4,280295046	4,926750034	6,014414356	4,740067143	5,290287877	4,579014751	5,201290807	5,374230387	5,361820655
ENSG00000025039	6	RRAGD	5,086791488	5,420724164	5,183727562	5,203014353	5,161254685	5,280639031	5,168717821	5,219692925	5,034251195	5,225469904
ENSG00000025156	6	HSF2	7,495192134	7,233039521	7,082393022	7,383842212	7,13875813	7,196991114	7,127599323	7,411163185	7,076545289	7,231362863
ENSG00000025293	20	PHF20	7,140860854	7,228949026	7,10881739	6,951778417	6,87812569	6,757418238	6,845367111	7,039363847	6,757609402	6,892356866
ENSG00000025423	12	HSD17B6	2,682389106	2,840384988	2,800443435	2,192762324	3,411936488	3,077022344	3,017333377	2,645513455	3,422053266	3,14686755
ENSG00000025434	11	NR1H3	2,843463938	0,837109082	1,129724893	2,416039113	1,501050387	2,134817301	2,156284093	2,561980637	1,976353773	2,208897514
ENSG00000025708	22	TYMP	0,508833312	0,115630636	0,449743456	-0,947647779	-0,903424831	-0,351874007	-0,653571323	-0,331468989	-1,445886446	-0,539135085
ENSG00000025770	22	NCAPH2	5,362224724	6,148733367	5,130765455	5,351131661	6,250972373	5,012351571	5,136137306	5,514625417	4,761442407	4,973101268
ENSG00000025772	20	TOMM34	5,756764122	5,407920225	5,413463211	5,446048092	5,347826102	5,911928084	5,965747365	6,520797711	6,201821709	6,040361345
ENSG00000025796	6	SEC63	7,525152785	7,279870743	7,370869903	7,85477085	7,173490375	7,563590211	7,575887361	7,403018649	7,714748009	7,805021422
ENSG00000025800	1	KPNA6	5,476854536	5,432530895	5,212143434	4,999842575	5,382238276	5,293212446	5,088195999	5,529613063	5,238500053	5,075286315
ENSG00000026025	10	VIM	6,709249395	7,19382201	7,799279243	8,451353365	7,63298412	8,486034886	8,560291373	7,970307754	8,34734895	8,916044423
ENSG00000026103	10	FAS	1,888098386	2,05827129	2,058052683	2,855351192	2,20551738	2,362524107	2,828017012	2,054253026	1,744704168	2,842556893
ENSG00000026508	11	CD44	4,506775361	4,305449864	4,752487826	4,995183658	5,305798491	6,347102291	6,58166506	6,187665684	6,294870726	6,528321416
ENSG00000026559	20	KCNG1	4,121358131	4,269664324	4,359773691	3,798980695	4,738187687	4,233159389	4,620374027	4,480766448	4,866045847	4,624911903
ENSG00000026652	6	AGPAT4	6,533608176	6,464174998	6,26216495	6,44631206	6,301206092	6,302542464	6,360049387	6,701447033	5,958342154	6,532893104
ENSG00000026950	6	BTN3A1	2,204949789	2,929288954	2,350257108	2,328371547	2,829505442	2,352326012	2,614101714	3,009087045	1,672440128	2,749875303
ENSG00000027001	13	MIPEP	3,393943387	2,631189233	3,437362987	3,385440516	3,166408063	4,256253976	4,281265912	4,188277495	4,085127008	4,478287507
ENSG00000027075	14	PRKCH	2,495363576	1,519514877	1,359460519	2,025556568	1,986887543	1,952787767	1,595235083	1,357638925	0,597867834	1,394803739
ENSG00000027644	1	INSRR	-1,445886446	-0,49881656	-1,445886446	-1,445886446	-0,674692944	-0,508466511	-0,953067278	-1,445886446	-1,445886446	-1,445886446
ENSG00000027697	6	IFNGR1	2,414015369	1,72521872	2,494909727	3,628973655	2,749974517	3,054494139	2,81402081	2,966174156	2,542056405	4,285607672
ENSG00000027847	5	B4GALT7	3,731681394	4,016981107	4,019000128	3,827268833	4,133963536	4,348045354	4,52693842	4,514942671	4,567016642	4,512538586
ENSG00000027869	1	SH2D2A	-1,134572453	-0,300408212	0,132523512	-1,159510594	-1,163970545	0,47845068	-1,445886446	-1,445886446	-1,445886446	-1,445886446
ENSG00000028116	2	VRK2	3,648963955	4,496065864	4,312552244	3,780625936	4,631641324	4,103380855	4,017264599	3,816921486	4,525381189	4,271809209
ENSG00000028137	1	TNFRSF1B	0,169173953	-0,282190284	-0,048529215	-1,445886446	-0,961793072	-1,159190503	-0,941273303	-1,143444584	-1,158340456	-1,445886446
ENSG00000028203	12	VEZT	5,75207043	5,718020224	5,555933177	5,632497129	5,637400884	5,441051699	5,428685221	5,418936813	5,046152448	5,568836645
ENSG00000028277	19	POU2F2	2,22551972	2,517432631	2,434610394	2,306981578	2,678422609	2,159323624	2,071456371	2,023275266	2,457170456	1,858323151
ENSG00000028310	5	BRD9	6,09999725	6,142369905	5,849884553	5,774794304	5,296235323	5,30197933	5,632825635	6,949561285	6,410633162	6,026194343
ENSG00000028528	15	SNX1	5,85218579	5,886316418	6,130740624	5,926249995	5,566443516	6,157801395	5,981760449	5,756331449	6,223392616	6,159386997
ENSG00000028839	6	TBPL1	4,552524374	4,665424287	4,799339644	5,123256803	4,570549593	5,17497325	5,122575318	5,46245993	5,031810167	5,381925159
ENSG00000029153	12	ARNTL2	3,65627673	3,113455638	3,08984984	3,272809879	2,867608314	3,59367644	3,509161034	3,800610815	3,567446145	3,629839503
ENSG00000029363	6	BCLAF1	6,684958991	6,473363188	6,635029413	6,665083334	6,676700158	7,20779104	7,226323804	7,263479063	7,389093022	7,342362374
ENSG00000029364	14	SLC39A9	6,849884951	6,496192955	6,363589291	6,671052085	6,471463941	5,951127022	6,095472805	5,602956767	5,763953425	5,982908439
ENSG00000029534	8	ANK1	2,75307428	3,626666419	3,651091543	4,003900286	3,050319791	2,535212916	2,691753644	0,892750564	2,276429255	2,026411411
ENSG00000029639	6	TFB1M	4,947053612	5,236810528	5,099521468	5,275431253	5,20062541	5,901492119	5,98560667	6,104006516	6,032325221	6,159188499
ENSG00000029725	17	RABEP1	6,86172254	7,099667088	6,841298085	6,568621982	6,880311933	6,606153756	6,741444314	6,589202788	7,146631188	6,651579768
ENSG00000029993	X	HMGB3	6,227396006	5,796634763	5,732908614	6,032060375	6,056445753	6,473612523	6,578167757	6,47080602	6,691130333	6,619383288
ENSG00000030066	11	NUP160	5,494058394	4,55985106	4,685805955	5,452723173	5,450347356	5,654502629	5,871285463	5,724484816	5,488840795	5,90372617
ENSG00000030110	6	BAK1	3,240045088	3,318271139	2,628649717	3,115062765	3,619308281	3,274595616	3,416581208	4,468734952	3,693726094	3,845730181
ENSG00000030304	9	MUSK	-0,035385584	0,185706744	0,000415052	0,330434862	0,001805581	-1,159190503	-0,862624512	-1,445886446	-0,505065177	-0,292170191
ENSG00000030419	2	IKZF2	0,897349692	0,34386142	1,187526628	0,622105284	0,378679008	0,539349047	0,213360682	-0,521030728	-0,663309716	0,044496269
ENSG00000030582	17	GRN	5,450376204	5,933784157	5,947208126	5,408819402	5,80168082	6,041955797	5,950941707	6,038000922	6,25184973	6,003939198
ENSG00000031003	5	FAM13B	4,508855355	4,77042178	4,82302931	4,292205259	4,264831969	3,929730431	4,27194775	4,041439865	3,83071906	4,127710101
ENSG00000031081	3	ARHGAP31	2,616532202	3,330362208	3,33637558	2,91047053	3,459930757	2,630574962	2,698767775	2,890403349	2,788622884	2,37946703
ENSG00000031691	6	CENPQ	4,912165634	4,640798944	4,622360586	4,902780586	4,286437755	4,057290114	4,185460188	4,024552116	4,40175606	4,512404901
ENSG00000031698	1	SARS1	8,571116347	8,368988505	8,266872106	8,279322897	8,474451907	7,730279481	7,862293357	7,307204559	8,144156407	7,72310351
ENSG00000031823	19	RANBP3	5,404754593	5,271906201	5,164378904	5,314614983	5,486747154	5,548947262	5,474109635	5,173353829	5,616466545	5,526846353
ENSG00000032219	14	ARID4A	5,189024521	5,476037982	5,33365943	5,227391147	5,167713911	4,759947653	4,76150403	4,286708689	5,235538313	4,818591671
ENSG00000032389	2	EIPR1	3,690612052	3,957456775	3,923846131	4,558716923	3,588930538	3,919717843	3,861687009	4,938503401	4,696519673	4,184408313
ENSG00000032444	19	PNPLA6	3,220528977	3,761417225	2,948041191	2,694422493	3,214368986	2,742436905	3,077987117	2,125301655	3,556206846	2,264887237
ENSG00000032742	13	IFT88	1,794684452	2,040161094	2,144946238	2,832487011	2,507311505	3,404707269	3,783633916	3,806812897	3,49996748	3,618868718
ENSG00000033011	16	ALG1	4,317916827	4,291752564	4,078311552	3,949291544	4,364790989	4,581089747	4,587045574	4,800416245	4,70708982	4,707141354
ENSG00000033030	12	ZCCHC8	5,126125381	4,660240246	4,922521864	5,145178303	4,768777557	4,407375453	4,922191624	4,491184508	4,701103379	5,163434172
ENSG00000033050	7	ABCF2	4,939662684	4,874412682	4,833401168	5,236208097	4,911026503	5,33003276	5,413003032	6,012911921	5,233377104	5,697838933
ENSG00000033100	7	CHPF2	4,457698534	4,789767387	4,666218233	4,885473071	4,764791275	4,528941573	4,478506605	4,454470371	3,869627215	4,524475265
ENSG00000033122	1	LRRC7	1,275158018	1,917354455	2,474294639	2,657282003	1,808164304	0,635043185	-0,296446295	0,732191655	1,452988989	-0,553414503
ENSG00000033170	14	FUT8	4,638934796	4,286500753	4,747038845	4,426852806	4,330121886	4,124534625	4,269684454	3,935417999	4,018021132	4,179518431
ENSG00000033178	4	UBA6	5,490541364	5,192622954	5,19647676	5,602929378	5,142557716	5,135765767	5,280957064	5,379481724	5,438672322	5,384847248
ENSG00000033327	11	GAB2	5,223465612	4,591431032	4,776198827	5,175459074	5,404318368	4,280209077	4,763450409	4,541974634	4,247959416	4,5152683
ENSG00000033627	17	ATP6V0A1	5,379762294	5,410466544	5,346201765	5,094179841	5,62296539	5,302242682	5,845692826	5,341782147	5,699251495	5,681579755
ENSG00000033800	15	PIAS1	5,661236821	5,431994263	5,585782057	5,947639192	5,209125325	5,772496442	5,3553738	5,161194853	5,508872247	5,234902487
ENSG00000033867	3	SLC4A7	5,785200051	5,708758431	5,771781361	5,771097551	5,799611799	5,913959483	5,55726717	6,200326878	5,40922543	5,897833055
ENSG00000034053	15	APBA2	5,342820675	5,720379665	5,429678433	4,854204236	4,998348549	4,496074531	4,994120213	5,248348435	5,448389252	5,101096413
ENSG00000034152	17	MAP2K3	4,165993131	4,281467045	5,046361503	5,055727852	4,851384439	5,756024944	5,335555123	5,621923967	6,202283542	5,899408553
ENSG00000034510	2	TMSB10	7,348911897	8,090236996	8,337843132	7,972497678	8,199913746	8,918488579	8,74856556	9,487047856	8,779081813	9,171170994
ENSG00000034533	3	ASTE1	3,027728085	2,766310689	2,744576193	2,973977007	2,816051781	3,219345004	3,05681151	2,983566859	2,820758042	2,94763004
ENSG00000034677	8	RNF19A	3,612544778	3,784093313	3,864108502	3,706781264	3,983332333	3,783346195	3,569907545	3,310199242	3,792275692	3,249327313
ENSG00000034693	6	PEX3	2,595667779	3,00271342	2,497267912	2,279580646	2,507829251	1,987803769	2,859569994	2,430091555	2,624159835	1,879709175
ENSG00000034713	16	GABARAPL2	5,704452865	5,833042254	6,156681349	6,716187192	6,199750937	6,847192093	6,633000453	6,526844823	6,804519483	6,626445097
ENSG00000035115	2	SH3YL1	3,145729443	2,953535458	2,655623305	3,132872847	2,116702718	1,256454645	1,587683046	2,389056579	2,629035732	2,232748603
ENSG00000035141	2	FAM136A	5,558929	5,74024063	5,885629339	6,290161988	5,14181613	5,730619359	5,6406988	6,169478691	5,763597057	5,931084899
ENSG00000035403	10	VCL	6,18560023	6,014202403	6,26612528	6,456822755	6,071451746	6,139367373	6,039755708	6,167208985	6,328421519	6,244531784
ENSG00000035499	5	DEPDC1B	3,586659223	4,117615974	4,164380551	4,596294409	4,25596273	5,124564212	5,065066559	4,619380452	5,020908619	5,181047911
ENSG00000035664	15	DAPK2	3,350859068	4,214042889	3,950175288	3,362535598	3,817198328	3,115299701	3,144487774	2,079637407	3,076883583	2,067247647
ENSG00000035681	8	NSMAF	4,145016451	3,770078462	4,657580186	4,516051054	4,316147662	4,748267254	4,747483726	4,644394543	4,724763216	4,962830303
ENSG00000035687	1	ADSS2	2,791885368	3,248223207	3,201028263	2,334969515	2,707355214	3,038726079	2,635374316	3,228332711	3,107449147	2,768832028
ENSG00000035862	17	TIMP2	5,46106337	5,501262845	5,558646426	5,31691544	5,599358112	5,371341028	5,103523364	5,167994019	5,193730484	5,108826812
ENSG00000035928	4	RFC1	7,325661285	7,636014692	7,602167703	7,833070109	7,44069746	7,340838692	7,495327801	7,272701894	7,545643859	7,426300837
ENSG00000036054	3	TBC1D23	4,688209459	4,356282915	4,463188369	4,812809007	4,473092028	4,4232922	4,210555104	4,274307793	4,46990017	4,670606873
ENSG00000036257	2	CUL3	5,723391938	5,315082939	5,573766062	6,255563414	5,549756183	6,307116851	6,308806845	5,902396359	5,795258322	6,143308632
ENSG00000036448	8	MYOM2	4,727911492	4,540924732	4,318587612	3,519332023	2,945200083	2,79699255	2,774857757	4,462303624	2,849674152	4,201117996
ENSG00000036530	14	CYP46A1	1,459874354	0,984480011	1,159408675	0,706969687	1,212150733	0,065375171	0,208166847	0,891491237	-0,455510279	0,131492391
ENSG00000036549	1	ZZZ3	6,883224432	6,611030254	6,640256121	6,626557046	6,522198878	6,657022191	6,571885143	6,423170651	6,502144197	6,480109902
ENSG00000036672	11	USP2	3,173787012	2,746619777	2,612775978	2,532769587	3,197062631	2,044807247	2,531765935	3,493541273	2,953525818	2,809958292
ENSG00000036828	3	CASR	-1,445886446	-1,445886446	-1,154621261	-1,159510594	-1,445886446	-1,159190503	-1,445886446	-1,445886446	-1,445886446	-0,943733341
ENSG00000037042	17	TUBG2	3,098447487	3,849270573	3,105610615	3,071457299	3,826853235	2,877446459	3,462950216	2,465347472	3,579159145	2,691741793
ENSG00000037241	5	RPL26L1	4,264438353	4,203628547	4,643136973	4,744377318	4,16322792	5,197442446	5,027711867	5,523131475	5,278876342	5,402136078
ENSG00000037280	5	FLT4	4,840668419	5,539728734	5,350582933	4,337303408	5,371561908	5,007111713	5,050329123	5,214675703	5,381047813	4,684909038
ENSG00000037474	5	NSUN2	4,626834281	3,741842785	4,992626176	5,998751912	3,8695598	5,194003344	4,670028287	6,312196541	5,469581023	6,223074431
ENSG00000037637	1	FBXO42	4,990496496	4,787984226	4,913673069	5,013913886	4,816294763	4,806361569	4,56925355	4,692171806	4,688796588	4,702227532
ENSG00000037749	5	MFAP3	4,532345459	4,429832477	4,785064988	5,042442107	4,57717658	4,902749294	4,851673934	4,539879089	4,848369313	5,050509235
ENSG00000037757	19	MRI1	4,385051575	3,526314145	4,142154518	4,165994684	3,989089924	5,050568791	4,547502877	4,818252689	5,12560649	5,397242141
ENSG00000037897	12	METTL1	1,019355737	1,835919611	1,497875488	0,989880189	0,942363748	1,286303176	1,443133796	1,851942129	1,541026981	1,422290469
ENSG00000038002	4	AGA	4,017086995	4,504856967	4,0637523	3,850502775	4,117321764	4,038193014	4,875302702	4,07275342	4,807290188	4,109867207
ENSG00000038210	4	PI4K2B	1,814971491	2,653076507	3,029631187	3,314033258	3,186976654	3,359021991	3,378979905	2,95037439	3,213320155	3,583353317
ENSG00000038219	4	BOD1L1	6,265748698	6,64480627	6,666775842	6,625306915	6,729839336	6,567296825	6,69463601	6,207420962	6,754607302	6,630233608
ENSG00000038274	5	MAT2B	3,882859527	2,619364178	3,867124962	4,684970271	4,096294555	4,863085418	4,143702986	4,155153009	4,414004958	4,99603219
ENSG00000038295	4	TLL1	1,865709634	1,608136905	2,127668642	2,176546768	2,08841187	1,323443161	1,560109707	0,417032687	1,227455573	0,241936127
ENSG00000038382	5	TRIO	6,994518709	6,655625678	6,753638277	6,788170636	5,645624045	5,790492842	5,873524981	6,560450744	6,258126816	5,932875514
ENSG00000038427	5	VCAN	5,818225583	6,127019972	6,108713439	5,785960511	5,72849236	5,972112075	5,808767163	6,117410661	5,782405368	6,382382927
ENSG00000038532	16	CLEC16A	5,376568373	5,18841412	5,347044972	5,562947549	5,047574388	5,255059234	5,170724447	5,103440031	4,989717394	5,075231949
ENSG00000038945	8	MSR1	0,751326392	0,185706744	-0,498113743	0,416552677	-0,452344463	-0,954581901	-0,448454136	-0,930996636	-0,455510279	0,064896721
ENSG00000039068	16	CDH1	0,535641259	1,92986529	0,545799541	0,130032707	0,577777113	-0,206133711	0,570666982	1,349294495	-0,370906694	-0,451558889
ENSG00000039123	5	MTREX	7,068104072	6,938746385	6,887176771	6,91435231	7,048852049	7,163119942	7,091737134	7,161735161	7,369971301	7,324134964
ENSG00000039319	5	ZFYVE16	4,850798787	4,617700811	4,911460714	4,831009246	4,750673566	4,582110531	4,676235176	4,720710005	4,451910556	4,519898192
ENSG00000039523	16	RIPOR1	4,647195791	4,560408385	4,839156549	4,481362409	4,479666688	4,248214804	4,192774193	4,994852247	4,408635365	4,509312248
